-1 -1 1
-1 -0.99 -1
-1 -0.98 1
-1 -0.97 -1
-1 -0.96 1
-1 -0.95 -1
-1 -0.94 1
-1 -0.93 -1
-1 -0.92 1
-1 -0.91 -1
-1 -0.9 1
-1 -0.89 -1
-1 -0.88 1
-1 -0.87 -1
-1 -0.86 1
-1 -0.85 -1
-1 -0.84 1
-1 -0.83 -1
-1 -0.82 1
-1 -0.81 -1
-1 -0.8 1
-1 -0.79 -1
-1 -0.78 1
-1 -0.77 -1
-1 -0.76 1
-1 -0.75 -0.999999
-1 -0.74 1
-1 -0.73 -1
-1 -0.72 1
-1 -0.71 -1
-1 -0.7 1
-1 -0.69 -1
-1 -0.68 1
-1 -0.67 -1
-1 -0.66 1
-1 -0.65 -1
-1 -0.64 1
-1 -0.63 -1
-1 -0.62 1
-1 -0.61 -1
-1 -0.6 1
-1 -0.59 -1
-1 -0.58 1
-1 -0.57 -1
-1 -0.56 1
-1 -0.55 -1
-1 -0.54 1
-1 -0.53 -1
-1 -0.52 1
-1 -0.51 -1
-1 -0.5 1
-1 -0.49 -1
-1 -0.48 0.999998
-1 -0.47 -0.999997
-1 -0.46 1
-1 -0.45 -1
-1 -0.44 1
-1 -0.43 -1
-1 -0.42 1
-1 -0.41 -1
-1 -0.4 0.999998
-1 -0.39 -1
-1 -0.38 1
-1 -0.37 -1
-1 -0.36 1
-1 -0.35 -1
-1 -0.34 1
-1 -0.33 -1
-1 -0.32 1
-1 -0.31 -1
-1 -0.3 1
-1 -0.29 -1
-1 -0.28 1
-1 -0.27 -1
-1 -0.26 1
-1 -0.25 -1
-1 -0.24 1
-1 -0.23 -1
-1 -0.22 1
-1 -0.21 -1
-1 -0.2 1
-1 -0.19 -1
-1 -0.18 1
-1 -0.17 -1
-1 -0.16 1
-1 -0.15 -1
-1 -0.14 1
-1 -0.13 -1
-1 -0.12 1
-1 -0.11 -1
-1 -0.1 1
-1 -0.09 -1
-1 -0.08 1
-1 -0.07 -1
-1 -0.06 1
-1 -0.05 -1
-1 -0.04 0.999999
-1 -0.03 -1
-1 -0.02 1
-1 -0.01 -1
-1 7.5287e-16 1
-1 0.01 -1
-1 0.02 1
-1 0.03 -1
-1 0.04 1
-1 0.05 -1
-1 0.06 1
-1 0.07 -1
-1 0.08 1
-1 0.09 -0.999999
-1 0.1 1
-1 0.11 -0.999993
-1 0.12 1
-1 0.13 -1
-1 0.14 1
-1 0.15 -1
-1 0.16 1
-1 0.17 -1
-1 0.18 1
-1 0.19 -1
-1 0.2 1
-1 0.21 -1
-1 0.22 1
-1 0.23 -1
-1 0.24 0.999998
-1 0.25 -1
-1 0.26 1
-1 0.27 -1
-1 0.28 1
-1 0.29 -1
-1 0.3 1
-1 0.31 -1
-1 0.32 1
-1 0.33 -1
-1 0.34 1
-1 0.35 -1
-1 0.36 1
-1 0.37 -1
-1 0.38 1
-1 0.39 -1
-1 0.4 0.999998
-1 0.41 -1
-1 0.42 1
-1 0.43 -1
-1 0.44 1
-1 0.45 -1
-1 0.46 1
-1 0.47 -1
-1 0.48 1
-1 0.49 -1
-1 0.5 1
-1 0.51 -1
-1 0.52 1
-1 0.53 -1
-1 0.54 1
-1 0.55 -1
-1 0.56 1
-1 0.57 -1
-1 0.58 1
-1 0.59 -1
-1 0.6 1
-1 0.61 -1
-1 0.62 1
-1 0.63 -1
-1 0.64 0.999999
-1 0.65 -1
-1 0.66 1
-1 0.67 -1
-1 0.68 1
-1 0.69 -1
-1 0.7 1
-1 0.71 -0.999999
-1 0.72 1
-1 0.73 -1
-1 0.74 1
-1 0.75 -1
-1 0.76 1
-1 0.77 -1
-1 0.78 1
-1 0.79 -1
-1 0.8 1
-1 0.81 -1
-1 0.82 1
-1 0.83 -1
-1 0.84 1
-1 0.85 -1
-1 0.86 1
-1 0.87 -1
-1 0.88 1
-1 0.89 -1
-1 0.9 1
-1 0.91 -1
-1 0.92 1
-1 0.93 -1
-1 0.94 1
-1 0.95 -1
-1 0.96 1
-1 0.97 -1
-1 0.98 1
-1 0.99 -1
-0.99 -1 1
-0.99 -0.99 -1
-0.99 -0.98 1
-0.99 -0.97 -1
-0.99 -0.96 1
-0.99 -0.95 -1
-0.99 -0.94 1
-0.99 -0.93 -1
-0.99 -0.92 1
-0.99 -0.91 -1
-0.99 -0.9 1
-0.99 -0.89 -1
-0.99 -0.88 1
-0.99 -0.87 -1
-0.99 -0.86 1
-0.99 -0.85 -1
-0.99 -0.84 0.999999
-0.99 -0.83 -1
-0.99 -0.82 1
-0.99 -0.81 -1
-0.99 -0.8 1
-0.99 -0.79 -1
-0.99 -0.78 1
-0.99 -0.77 -0.999999
-0.99 -0.76 1
-0.99 -0.75 -0.999999
-0.99 -0.74 1
-0.99 -0.73 -1
-0.99 -0.72 0.999999
-0.99 -0.71 -1
-0.99 -0.7 1
-0.99 -0.69 -1
-0.99 -0.68 1
-0.99 -0.67 -1
-0.99 -0.66 0.999999
-0.99 -0.65 -1
-0.99 -0.64 1
-0.99 -0.63 -1
-0.99 -0.62 1
-0.99 -0.61 -1
-0.99 -0.6 1
-0.99 -0.59 -0.999999
-0.99 -0.58 0.999999
-0.99 -0.57 -1
-0.99 -0.56 1
-0.99 -0.55 -1
-0.99 -0.54 1
-0.99 -0.53 -1
-0.99 -0.52 1
-0.99 -0.51 -1
-0.99 -0.5 1
-0.99 -0.49 -1
-0.99 -0.48 1
-0.99 -0.47 -1
-0.99 -0.46 1
-0.99 -0.45 -1
-0.99 -0.44 1
-0.99 -0.43 -1
-0.99 -0.42 1
-0.99 -0.41 -1
-0.99 -0.4 0.999999
-0.99 -0.39 -0.999999
-0.99 -0.38 1
-0.99 -0.37 -1
-0.99 -0.36 1
-0.99 -0.35 -1
-0.99 -0.34 1
-0.99 -0.33 -1
-0.99 -0.32 1
-0.99 -0.31 -1
-0.99 -0.3 1
-0.99 -0.29 -1
-0.99 -0.28 1
-0.99 -0.27 -1
-0.99 -0.26 1
-0.99 -0.25 -1
-0.99 -0.24 1
-0.99 -0.23 -1
-0.99 -0.22 1
-0.99 -0.21 -1
-0.99 -0.2 1
-0.99 -0.19 -0.999995
-0.99 -0.18 1
-0.99 -0.17 -1
-0.99 -0.16 1
-0.99 -0.15 -1
-0.99 -0.14 1
-0.99 -0.13 -1
-0.99 -0.12 0.999999
-0.99 -0.11 -0.999998
-0.99 -0.1 1
-0.99 -0.09 -1
-0.99 -0.08 1
-0.99 -0.07 -1
-0.99 -0.06 1
-0.99 -0.05 -1
-0.99 -0.04 1
-0.99 -0.03 -1
-0.99 -0.02 1
-0.99 -0.01 -1
-0.99 7.5287e-16 1
-0.99 0.01 -1
-0.99 0.02 1
-0.99 0.03 -1
-0.99 0.04 1
-0.99 0.05 -1
-0.99 0.06 1
-0.99 0.07 -0.999999
-0.99 0.08 1
-0.99 0.09 -1
-0.99 0.1 1
-0.99 0.11 -1
-0.99 0.12 1
-0.99 0.13 -0.999999
-0.99 0.14 1
-0.99 0.15 -1
-0.99 0.16 1
-0.99 0.17 -1
-0.99 0.18 1
-0.99 0.19 -1
-0.99 0.2 1
-0.99 0.21 -1
-0.99 0.22 1
-0.99 0.23 -1
-0.99 0.24 1
-0.99 0.25 -1
-0.99 0.26 1
-0.99 0.27 -1
-0.99 0.28 1
-0.99 0.29 -1
-0.99 0.3 1
-0.99 0.31 -1
-0.99 0.32 1
-0.99 0.33 -1
